OTU.ID,Query.length,Hit_id,Hit_def,Hit_len,Hsp_evalue,Hsp_identity,Hsp.length,identity_percent,Query.cover
OTU4,436,gi|345742346|gb|HQ645314.1|,"Euphorbia klotzschii voucher van Ee, B. 619 (MICH) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",720,1.92E-159,331,340,97.35294118,77.98165138
OTU4,436,gi|345742345|gb|HQ645313.1|,"Euphorbia orbiculata voucher Riina, R. 1589 (MICH) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",720,1.92E-159,331,340,97.35294118,77.98165138
OTU4,436,gi|345742263|gb|HQ645231.1|,"Euphorbia australis voucher Halford, D. Q9233a (BRI) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",720,1.92E-159,331,340,97.35294118,77.98165138
OTU4,436,gi|345742326|gb|HQ645294.1|,"Euphorbia maculata voucher Berry, P.E. 7762 (MICH) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",719,2.34E-158,331,340,97.35294118,77.98165138
OTU4,436,gi|345742366|gb|HQ645334.1|,"Euphorbia riebeckii voucher Morawetz, J.J. 361a (MICH) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",720,2.85E-157,329,340,96.76470588,77.98165138
OTU7,444,gi|1127900942|emb|LT593966.1|,"Brachiaria fragrans genomic DNA containing ETS-18S-ITS1-5.8S-ITS2-26S region, specimen voucher H. Perrier de la Bathie 11217 (P)",6775,2.09E-165,395,434,91.01382488,97.74774775
OTU7,444,gi|22773678|gb|AY129712.1|,"Panicum maximum internal transcribed spacer 1, 5.8S ribosomal RNA and internal transcribed spacer 2, complete sequence",701,2.09E-165,361,382,94.5026178,86.03603604
OTU7,444,gi|347514929|gb|HM347014.1|,"Eriochloa fatmensis internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",741,7.30E-165,350,364,96.15384615,81.98198198
OTU7,444,gi|22773665|gb|AY129699.1|,"Panicum bulbosum internal transcribed spacer 1, 5.8S ribosomal RNA and internal transcribed spacer 2, complete sequence",701,8.89E-164,360,382,94.2408377,86.03603604
OTU7,444,gi|22773684|gb|AY129718.1|,"Panicum natalense internal transcribed spacer 1, 5.8S ribosomal RNA and internal transcribed spacer 2, complete sequence",716,1.96E-159,360,385,93.50649351,86.71171171
OTU7,444,gi|22773674|gb|AY129708.1|,"Panicum grumosum internal transcribed spacer 1, 5.8S ribosomal RNA and internal transcribed spacer 2, complete sequence",703,2.91E-157,355,382,92.93193717,86.03603604
OTU7,444,gi|1109167893|gb|KX768766.1|,"Alloteropsis semialata isolate 31768 26S-18S ribosomal RNA intergenic spacer, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",7425,1.24E-155,395,448,88.16964286,100.9009009
OTU7,444,gi|914722530|gb|KT281168.1|,"Alloteropsis semialata isolate MD 26S-18S ribosomal RNA intergenic spacer, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",7839,1.24E-155,395,448,88.16964286,100.9009009
OTU7,444,gi|914722526|gb|KT281164.1|,"Alloteropsis semialata isolate BL 26S-18S ribosomal RNA intergenic spacer, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",7910,1.24E-155,395,448,88.16964286,100.9009009
OTU7,444,gi|914722523|gb|KT281161.1|,"Alloteropsis semialata isolate Ma 26S-18S ribosomal RNA intergenic spacer, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",7817,1.24E-155,395,448,88.16964286,100.9009009
OTU7,444,gi|1109167896|gb|KX768769.1|,"Alloteropsis semialata isolate Asem3 26S-18S ribosomal RNA intergenic spacer, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",8218,1.51E-154,393,448,87.72321429,100.9009009
OTU7,444,gi|914722527|gb|KT281165.1|,"Alloteropsis semialata isolate JM 26S-18S ribosomal RNA intergenic spacer, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",7569,1.51E-154,394,448,87.94642857,100.9009009
OTU7,444,gi|1069777750|gb|KT948629.1|,"Panicum miliaceum 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",446,5.25E-154,383,431,88.86310905,97.07207207
OTU7,444,gi|1127900945|emb|LT593967.1|,"Chasechloa egregia genomic DNA containing ETS-18S-ITS1-5.8S-ITS2-26S region, specimen voucher L.H. Boivin s.n. (P)",6742,5.25E-154,386,436,88.53211009,98.1981982
OTU7,444,gi|1109167897|gb|KX768770.1|,"Alloteropsis semialata isolate Asem4 26S-18S ribosomal RNA intergenic spacer, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",8543,5.25E-154,393,448,87.72321429,100.9009009
OTU7,444,gi|1109167892|gb|KX768765.1|,"Alloteropsis semialata isolate AB3722 26S-18S ribosomal RNA intergenic spacer, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",7559,5.25E-154,394,448,87.94642857,100.9009009
OTU7,444,gi|914722522|gb|KT281160.1|,"Alloteropsis semialata isolate TW3 26S-18S ribosomal RNA intergenic spacer, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",7835,5.25E-154,394,448,87.94642857,100.9009009
OTU7,444,gi|914722524|gb|KT281162.1|,"Alloteropsis semialata isolate ATSS837 26S-18S ribosomal RNA intergenic spacer, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",7835,1.83E-153,393,448,87.72321429,100.9009009
OTU7,444,gi|914722525|gb|KT281163.1|,"Alloteropsis semialata isolate Aus 26S-18S ribosomal RNA intergenic spacer, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",7836,6.40E-153,393,448,87.72321429,100.9009009
OTU7,444,gi|1109167895|gb|KX768768.1|,"Alloteropsis semialata isolate Asem2 26S-18S ribosomal RNA intergenic spacer, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",8270,2.72E-151,390,448,87.05357143,100.9009009
OTU8,419,gi|731189701|gb|KJ155835.1|,"Lepidium virginicum voucher YC0528MT04 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence >gi|731189702|gb|KJ155836.1| Lepidium virginicum voucher YC0528MT01 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence >gi|731189703|gb|KJ155837.1| Lepidium virginicum voucher YC0528MT02 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence >gi|731189704|gb|KJ155838.1| Lepidium virginicum voucher YC0528MT03 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,418,419,99.76133652,100
OTU8,419,gi|570339151|gb|KF454670.1|,"Lepidium ruderale voucher 65230654 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,411,419,98.09069212,100
OTU8,419,gi|570339149|gb|KF454668.1|,"Lepidium apetalum voucher f041 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,411,419,98.09069212,100
OTU8,419,gi|570339146|gb|KF454665.1|,"Lepidium apetalum voucher 20120723457 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,411,419,98.09069212,100
OTU8,419,gi|570339145|gb|KF454664.1|,"Lepidium apetalum voucher 20120717338 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,411,419,98.09069212,100
OTU8,419,gi|570339141|gb|KF454660.1|,"Lepidium apetalum voucher 20120621146 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,411,419,98.09069212,100
OTU8,419,gi|570339140|gb|KF454659.1|,"Lepidium apetalum voucher 20120612117 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,411,419,98.09069212,100
OTU8,419,gi|570339134|gb|KF454653.1|,"Lepidium apetalum voucher 65230564 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,411,419,98.09069212,100
OTU8,419,gi|570339133|gb|KF454652.1|,"Lepidium apetalum voucher 65230335 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence >gi|731189681|gb|KJ418134.1| Lepidium apetalum voucher YC0387MT04 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence >gi|731189682|gb|KJ418135.1| Lepidium apetalum voucher YC0387MT05 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence >gi|731189683|gb|KJ418136.1| Lepidium apetalum voucher YC0387MT06 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence >gi|731189684|gb|KJ418137.1| Lepidium apetalum voucher YC0387MT03 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence >gi|731189685|gb|KJ418138.1| Lepidium apetalum voucher YC0387MT07 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,411,419,98.09069212,100
OTU8,419,gi|1026284852|gb|KX165784.1|,"Lepidium ruderale voucher NMW3536 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,410,419,97.85202864,100
OTU8,419,gi|1026284850|gb|KX165782.1|,"Lepidium latifolium voucher NMW3534 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,410,419,97.85202864,100
OTU8,419,gi|570339150|gb|KF454669.1|,"Lepidium apetalum voucher 20120622163 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,410,419,97.85202864,100
OTU8,419,gi|570339148|gb|KF454667.1|,"Lepidium apetalum voucher 654021120525007 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,410,419,97.85202864,100
OTU8,419,gi|570339147|gb|KF454666.1|,"Lepidium apetalum voucher b130 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,410,419,97.85202864,100
OTU8,419,gi|570339144|gb|KF454663.1|,"Lepidium obtusum voucher 20120717311 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,410,419,97.85202864,100
OTU8,419,gi|570339143|gb|KF454662.1|,"Lepidium obtusum voucher 20120715269 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,410,419,97.85202864,100
OTU8,419,gi|570339142|gb|KF454661.1|,"Lepidium obtusum voucher 20120714244 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,410,419,97.85202864,100
OTU8,419,gi|570339139|gb|KF454658.1|,"Lepidium obtusum voucher 652826-120811-143 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,410,419,97.85202864,100
OTU8,419,gi|570339138|gb|KF454657.1|,"Lepidium obtusum voucher 652826-120607-063 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,410,419,97.85202864,100
OTU8,419,gi|570339137|gb|KF454656.1|,"Lepidium latifolium voucher 652826-120606-028 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,0,410,419,97.85202864,100
OTU9,418,gi|1026286622|gb|KX167554.1|,"Camelina sativa voucher NMW7327 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,1.23E-161,383,420,91.19047619,100.4784689
OTU9,418,gi|270285995|emb|FN599860.1|,"Camelina sativa 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2 and partial 25S rRNA gene, cultivar Calena",3098,1.23E-161,383,420,91.19047619,100.4784689
OTU9,418,gi|1026286623|gb|KX167555.1|,"Camelina sativa voucher NMW7326 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,7.79E-158,380,420,90.47619048,100.4784689
OTU9,418,gi|1026286620|gb|KX167552.1|,"Camelina sativa voucher NMW7325 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,7.79E-158,380,420,90.47619048,100.4784689
OTU9,418,gi|565422726|ref|XM_006279262.1|,"Capsella rubella hypothetical protein (CARUB_v10012765mg) mRNA, complete cds",860,3.31E-156,381,421,90.49881235,100.7177033
OTU9,418,gi|1026284806|gb|KX165738.1|,"Turritis glabra voucher NMW7367 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",417,1.41E-154,379,420,90.23809524,100.4784689
OTU9,418,gi|1069429247|gb|KX346982.1|,"Capsella bursa-pastoris voucher S-JCai-01 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",459,1.72E-153,377,420,89.76190476,100.4784689
OTU9,418,gi|1026285329|gb|KX166261.1|,"Capsella bursa-pastoris voucher NMW3476 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,1.72E-153,377,420,89.76190476,100.4784689
OTU9,418,gi|1026285099|gb|KX166031.1|,"Capsella bursa-pastoris voucher NMW3477 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,1.72E-153,377,420,89.76190476,100.4784689
OTU9,418,gi|1026284953|gb|KX165885.1|,"Capsella bursa-pastoris voucher NMW5204 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,1.72E-153,377,420,89.76190476,100.4784689
OTU9,418,gi|731189690|gb|KJ418143.1|,"Capsella bursa-pastoris voucher YC0531MT02 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",430,1.72E-153,377,420,89.76190476,100.4784689
OTU9,418,gi|731189689|gb|KJ418142.1|,"Capsella bursa-pastoris voucher YC0531MT01 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,1.72E-153,377,420,89.76190476,100.4784689
OTU9,418,gi|359389553|gb|JN999288.1|,"Physaria arctica voucher BIOUG<CAN>:09PROBE-05392 internal transcribed spacer 2, partial sequence >gi|960245998|gb|KT960139.1| Physaria arctica voucher ZA2012-1340 internal transcribed spacer 2, partial sequence",314,1.72E-153,311,314,99.04458599,75.11961722
OTU9,418,gi|1026286815|gb|KX167747.1|,"Arabidopsis lyrata subsp. petraea voucher NMW7337 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",417,5.99E-153,376,419,89.73747017,100.2392344
OTU9,418,gi|1026284671|gb|KX165603.1|,"Arabidopsis thaliana voucher NMW3455 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",417,5.99E-153,376,419,89.73747017,100.2392344
OTU9,418,gi|1026285107|gb|KX166039.1|,"Capsella bursa-pastoris voucher NMW3478 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",419,2.09E-152,376,420,89.52380952,100.4784689
OTU9,418,gi|1026284810|gb|KX165742.1|,"Turritis glabra voucher NMW7368 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",418,2.09E-152,377,420,89.76190476,100.4784689
OTU9,418,gi|960245960|gb|KT960110.1|,"Physaria arctica voucher ZA2012-1022 internal transcribed spacer 2, partial sequence",314,2.09E-152,310,314,98.72611465,75.11961722
OTU9,418,gi|960245950|gb|KT960102.1|,"Physaria arctica voucher ZA2012-1322 internal transcribed spacer 2, partial sequence",314,2.09E-152,310,314,98.72611465,75.11961722
OTU9,418,gi|1026286813|gb|KX167745.1|,"Arabidopsis lyrata subsp. petraea voucher NMW7339 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",417,7.30E-152,375,419,89.49880668,100.2392344
OTU10,433,gi|570338874|gb|KF454393.1|,"Plantago minuta voucher 20120718386 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",433,0,417,433,96.30484988,100
OTU10,433,gi|570338871|gb|KF454390.1|,"Plantago minuta voucher 20120713222 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",433,0,417,433,96.30484988,100
OTU10,433,gi|570338869|gb|KF454388.1|,"Plantago minuta voucher 20120612115 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",433,0,417,433,96.30484988,100
OTU10,433,gi|570338885|gb|KF454404.1|,"Plantago minuta voucher 654021120429020 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",433,0,415,433,95.84295612,100
OTU10,433,gi|1061246301|gb|KU724217.1|,"Plantago lanceolata isolate plantain 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",444,0,416,434,95.85253456,100.2309469
OTU10,433,gi|1026286863|gb|KX167795.1|,"Plantago lanceolata voucher NMW2540 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",434,0,416,434,95.85253456,100.2309469
OTU10,433,gi|1026285613|gb|KX166545.1|,"Plantago lanceolata voucher NMW2539 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",434,0,416,434,95.85253456,100.2309469
OTU10,433,gi|1026284839|gb|KX165771.1|,"Plantago lanceolata voucher NMW6169 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",434,0,416,434,95.85253456,100.2309469
OTU10,433,gi|1026284695|gb|KX165627.1|,"Plantago lanceolata voucher NBGW1053 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",434,0,416,434,95.85253456,100.2309469
OTU10,433,gi|570338890|gb|KF454409.1|,"Plantago lanceolata voucher 654028120811003 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",434,0,415,434,95.62211982,100.2309469
OTU10,433,gi|1071425169|gb|KX534375.1|,"Plantago ovata isolate M21 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",446,0,413,433,95.38106236,100
OTU10,433,gi|1026286013|gb|KX166945.1|,"Littorella uniflora voucher NMW510 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",433,0,410,433,94.68822171,100
OTU10,433,gi|1026285618|gb|KX166550.1|,"Littorella uniflora voucher NMW2534 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",433,0,410,433,94.68822171,100
OTU10,433,gi|21483664|gb|AY101907.1|,"Plantago lundborgii 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",786,0,368,371,99.19137466,85.6812933
OTU10,433,gi|21483668|gb|AY101911.1|,"Plantago aristata 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",776,5.45E-179,358,361,99.16897507,83.37182448
OTU10,433,gi|21483670|gb|AY101913.1|,"Plantago hookeriana 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",770,1.90E-178,355,357,99.43977591,82.44803695
OTU10,433,gi|570338878|gb|KF454397.1|,"Plantago maritima voucher b140 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",432,6.64E-178,401,433,92.60969977,100
